sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,id
2306,INV-202307-00309,2023-07-10,,1215,4,160.91,643.64,pood,Pärnu,sularaha,2306
2307,INV-202307-00310,2023-07-16,4590,1083,2,72.14,144.28,online,,sularaha,2307
2308,INV-202307-00311,2023-07-28,4089,1077,1,62.56,62.56,pood,Tartu,järelmaks,2308
2309,INV-202307-00312,2023-07-22,2356,1271,3,130.02,390.06,pood,Tallinn,kaart,2309
2310,INV-202307-00313,2023-07-19,4937,1266,1,73.18,73.18,pood,Tartu,sularaha,2310
2311,INV-202307-00314,2023-07-03,,1160,3,368.67,1106.01,pood,Tallinn,sularaha,2311
2312,INV-202307-00315,2023-07-09,2351,1199,3,276.97,830.91,online,,järelmaks,2312
2313,INV-202307-00316,2023-07-04,,1124,2,232.61,465.22,online,,sularaha,2313
2314,INV-202307-00317,2023-07-19,4027,1098,2,147.92,295.84,pood,Tartu,kaart,2314
2315,INV-202307-00318,2023-07-11,3605,1019,1,80.39,80.39,pood,Tallinn,kaart,2315
2316,INV-202307-00319,2023-07-24,2578,1173,3,168.82,506.46,pood,Tallinn,järelmaks,2316
2317,INV-202307-00320,2023-07-19,4936,1006,1,319.42,319.42,online,,sularaha,2317
2318,INV-202307-00321,2023-07-01,,1192,3,109.62,328.86,pood,Tallinn,sularaha,2318
2319,INV-202307-00322,2023-07-21,,1032,1,198.42,198.42,online,,kaart,2319
2320,INV-202307-00323,2023-07-27,4323,1022,3,22.70,68.10,pood,Tallinn,kaart,2320
2321,INV-202307-00324,2023-07-14,4422,1230,3,55.04,165.12,pood,Tallinn,järelmaks,2321
2322,INV-202307-00325,2023-07-20,4937,1221,1,350.19,350.19,online,,kaart,2322
2323,INV-202307-00326,2023-07-25,4175,1038,2,329.99,659.98,pood,Tallinn,järelmaks,2323
2324,INV-202307-00327,2023-07-23,4390,1142,3,307.27,921.81,pood,Tallinn,järelmaks,2324
2325,INV-202307-00328,2023-07-24,2634,1233,3,111.26,333.78,pood,Tallinn,kaart,2325
2326,INV-202307-00329,2023-07-05,3438,1338,1,282.29,282.29,pood,Pärnu,sularaha,2326
2327,INV-202307-00330,2023-07-16,3214,1225,4,116.87,467.48,pood,Tartu,kaart,2327
2328,INV-202307-00331,2023-07-15,3556,1336,2,376.33,752.66,online,,sularaha,2328
2329,INV-202307-00332,2023-07-21,,1209,1,252.10,252.10,online,,järelmaks,2329
2330,INV-202307-00333,2023-07-04,3154,1051,1,208.83,208.83,pood,Tallinn,sularaha,2330
2331,INV-202307-00334,2023-07-05,2693,1174,2,150.11,300.22,pood,Tallinn,sularaha,2331
2332,INV-202307-00335,2023-07-01,2174,1050,2,145.72,291.44,online,,järelmaks,2332
2333,INV-202307-00336,2023-07-17,4742,1050,3,145.72,437.16,pood,Pärnu,kaart,2333
2334,INV-202307-00337,2023-07-12,3405,1249,1,73.90,73.90,pood,Tallinn,järelmaks,2334
2335,INV-202307-00338,2023-07-11,,1311,2,153.11,306.22,online,,kaart,2335
2336,INV-202307-00339,2023-07-07,3185,1194,2,84.54,169.08,pood,Tallinn,järelmaks,2336
2337,INV-202307-00340,2023-07-28,2064,1233,1,111.26,111.26,online,,järelmaks,2337
2338,INV-202307-00341,2023-07-15,2053,1237,1,60.80,60.80,pood,Pärnu,sularaha,2338
2339,INV-202307-00342,2023-07-16,4868,1110,2,151.08,302.16,pood,Tartu,kaart,2339
2340,INV-202307-00343,2023-07-19,2961,1097,3,324.38,973.14,pood,Tallinn,järelmaks,2340
2341,INV-202307-00344,2023-07-29,4410,1015,2,168.34,336.68,online,,kaart,2341
2342,INV-202307-00345,2023-07-30,2924,1034,2,207.23,414.46,pood,Tallinn,kaart,2342
2343,INV-202307-00346,2023-07-15,2644,1129,3,182.77,548.31,online,,kaart,2343
2344,INV-202307-00347,2023-07-11,2026,1243,2,184.02,368.04,online,,järelmaks,2344
2345,INV-202307-00348,2023-07-06,2794,1310,5,106.21,531.05,online,,järelmaks,2345
2346,INV-202307-00349,2023-07-10,2849,1077,1,62.56,62.56,pood,Tallinn,järelmaks,2346
2347,INV-202307-00350,2023-07-25,4595,1055,2,65.60,131.20,online,,sularaha,2347
2348,INV-202307-00351,2023-07-21,4167,1203,2,17.97,35.94,pood,Tallinn,järelmaks,2348
2349,INV-202307-00352,2023-07-09,,1290,1,105.23,105.23,pood,Tallinn,järelmaks,2349
2350,INV-202307-00353,2023-07-28,,1195,1,339.21,339.21,online,,sularaha,2350
2351,INV-202307-00354,2023-07-10,2227,1098,1,147.92,147.92,pood,Tallinn,kaart,2351
2352,INV-202307-00355,2023-07-01,2827,1223,1,319.98,319.98,pood,Tartu,sularaha,2352
2353,INV-202307-00356,2023-07-24,,1142,1,307.27,307.27,pood,Tallinn,järelmaks,2353
2354,INV-202307-00357,2023-07-27,4368,1086,1,149.47,149.47,pood,Pärnu,kaart,2354
2355,INV-202307-00358,2023-07-09,4207,1063,3,151.45,454.35,pood,Tallinn,kaart,2355
2356,INV-202307-00359,2023-07-19,2725,1068,1,122.45,122.45,online,,kaart,2356
2357,INV-202307-00360,2023-07-01,3085,1162,1,89.39,89.39,pood,Tallinn,sularaha,2357
2358,INV-202307-00361,2023-07-27,3837,1239,2,78.09,156.18,pood,Tartu,kaart,2358
2359,INV-202307-00362,2023-07-22,4644,1176,1,245.59,245.59,online,,järelmaks,2359
2360,INV-202307-00363,2023-07-07,2371,1289,4,171.33,-685.32,pood,Tartu,kaart,2360
2361,INV-202307-00364,2023-07-14,2163,1274,2,234.79,469.58,pood,Tallinn,sularaha,2361
2362,INV-202307-00365,2023-07-26,2608,1060,3,253.26,759.78,online,,järelmaks,2362
2363,INV-202307-00366,2023-07-27,3439,1241,1,368.97,368.97,pood,Tallinn,sularaha,2363
2364,INV-202307-00367,2023-07-28,,1105,1,259.23,259.23,pood,Tallinn,sularaha,2364
2365,INV-202307-00368,2023-07-15,4203,1114,2,74.70,149.40,pood,Tallinn,sularaha,2365
2366,INV-202307-00369,2023-07-06,,1294,5,53.01,265.05,online,,kaart,2366
2367,INV-202307-00370,2023-07-21,4965,1070,2,139.74,279.48,pood,Tallinn,sularaha,2367
2368,INV-202307-00371,2023-07-08,2099,1310,2,106.21,212.42,pood,Tallinn,järelmaks,2368
2369,INV-202307-00372,2023-07-09,2318,1226,4,51.10,204.40,pood,Pärnu,kaart,2369
2370,INV-202307-00373,2023-07-31,2630,1287,1,114.80,114.80,online,,sularaha,2370
2371,INV-202307-00374,2023-07-11,3233,1113,2,86.46,172.92,pood,Tallinn,järelmaks,2371
2372,INV-202307-00375,2023-07-06,4468,1317,1,62.55,62.55,pood,Tallinn,kaart,2372
2373,INV-202307-00376,2023-07-20,4846,1082,1,100.93,100.93,pood,Tallinn,järelmaks,2373
2374,INV-202307-00377,2023-07-13,3793,1285,1,123.64,123.64,online,,sularaha,2374
2375,INV-202307-00378,2023-07-03,2889,1224,1,222.10,222.10,pood,Tartu,kaart,2375
2376,INV-202307-00379,2023-07-23,2072,1031,1,434.08,434.08,online,,kaart,2376
2377,INV-202307-00380,2023-07-28,4528,1185,1,203.67,203.67,pood,Tallinn,sularaha,2377
2378,INV-202307-00381,2023-07-28,3619,1139,1,106.71,106.71,pood,Tallinn,sularaha,2378
2379,INV-202307-00382,2023-07-16,2924,1252,4,77.78,311.12,pood,Tartu,järelmaks,2379
2380,INV-202307-00383,2023-07-03,4720,1318,4,218.42,873.68,pood,Tallinn,sularaha,2380
2381,INV-202307-00384,2023-07-28,3236,1269,2,125.98,251.96,pood,Tallinn,järelmaks,2381
2382,INV-202307-00385,2023-07-15,2530,1296,1,301.97,301.97,pood,Pärnu,kaart,2382
2383,INV-202307-00386,2023-07-06,4206,1044,1,83.23,83.23,pood,Tallinn,sularaha,2383
2384,INV-202307-00387,2023-07-13,4255,1195,4,339.21,1356.84,pood,Pärnu,kaart,2384
2385,INV-202307-00388,2023-07-02,3942,1329,4,110.02,440.08,pood,Tallinn,kaart,2385
2386,INV-202307-00389,2023-07-17,3946,1062,2,149.55,299.10,online,,kaart,2386
2387,INV-202307-00390,2023-07-19,4210,1133,1,208.72,208.72,pood,Pärnu,kaart,2387
2388,INV-202307-00391,2023-07-19,3136,1026,2,166.27,332.54,online,,kaart,2388
2389,INV-202307-00392,2023-07-22,,1295,3,375.34,1126.02,pood,Pärnu,järelmaks,2389
2390,INV-202307-00393,2023-07-16,4597,1343,2,63.87,127.74,pood,Tallinn,järelmaks,2390
2391,INV-202307-00394,2023-07-14,2558,1156,1,249.43,221.89,online,,kaart,2391
2392,INV-202307-00395,2023-07-12,4660,1028,1,23.45,23.45,pood,Tartu,kaart,2392
2393,INV-202307-00396,2023-07-30,2889,1182,1,180.14,180.14,pood,Pärnu,järelmaks,2393
2394,INV-202307-00397,2023-07-10,3554,1309,3,211.35,634.05,pood,Tartu,kaart,2394
2395,INV-202307-00398,2023-07-22,4221,1078,1,42.64,42.64,online,,kaart,2395
2396,INV-202307-00399,2023-07-18,2272,1186,1,234.99,234.99,pood,Tallinn,sularaha,2396
2397,INV-202307-00400,2023-07-29,2487,1082,2,100.93,201.86,online,,kaart,2397
2398,INV-202307-00401,2023-07-14,,1173,2,168.82,337.64,pood,Tallinn,sularaha,2398
2399,INV-202307-00402,2023-07-25,2735,1038,1,329.99,329.99,pood,Tallinn,järelmaks,2399
2400,INV-202307-00403,2023-07-16,2318,1128,3,274.50,823.50,pood,Tartu,sularaha,2400
2401,INV-202307-00404,2023-07-10,,1033,5,221.42,1107.10,pood,Tartu,sularaha,2401
2402,INV-202307-00405,2023-07-21,3716,1302,2,54.95,109.90,pood,Tallinn,kaart,2402
2403,INV-202307-00406,2023-07-05,3618,1300,3,247.52,742.56,pood,Pärnu,järelmaks,2403
2404,INV-202307-00407,2023-07-20,3556,1066,2,107.26,214.52,online,,sularaha,2404
2405,INV-202307-00408,2023-07-26,2418,1146,1,31.65,31.65,pood,Tallinn,kaart,2405
2406,INV-202307-00409,2023-07-29,2620,1219,1,29.42,29.42,pood,Tartu,järelmaks,2406
2407,INV-202307-00410,2023-07-08,2073,1031,5,434.08,2170.40,online,,järelmaks,2407
2408,INV-202307-00411,2023-07-25,2697,1214,2,250.17,500.34,pood,Tallinn,kaart,2408
2409,INV-202307-00412,2023-07-11,4949,1203,3,17.97,53.91,pood,Tallinn,kaart,2409
2410,INV-202307-00413,2023-07-15,2610,1235,2,210.87,421.74,pood,Tallinn,kaart,2410
2411,INV-202307-00414,2023-07-31,4851,1301,4,206.52,826.08,online,,kaart,2411
2412,INV-202307-00415,2023-07-29,3291,1310,2,106.21,212.42,pood,Tallinn,sularaha,2412
2413,INV-202307-00416,2023-07-15,3719,1342,1,208.11,208.11,pood,Tallinn,järelmaks,2413
2414,INV-202307-00417,2023-07-02,3233,1238,1,72.73,72.73,pood,Tallinn,järelmaks,2414
2415,INV-202307-00418,2023-07-17,4367,1216,2,273.06,546.12,online,,kaart,2415
2416,INV-202307-00419,2023-07-19,3669,1013,2,218.99,437.98,pood,Tallinn,kaart,2416
2417,INV-202307-00420,2023-07-30,,1298,1,163.53,163.53,pood,Pärnu,kaart,2417
2418,INV-202307-00421,2023-07-02,2096,1161,2,121.98,243.96,pood,Tallinn,järelmaks,2418
2419,INV-202307-00422,2023-07-25,,1259,1,229.55,229.55,pood,Tallinn,kaart,2419
2420,INV-202307-00423,2023-07-17,3206,1257,1,81.48,81.48,online,,kaart,2420
2421,INV-202307-00424,2023-07-28,4191,1029,2,184.15,368.30,pood,Tallinn,kaart,2421
2422,INV-202307-00425,2023-07-06,4824,1244,2,125.36,250.72,pood,Tartu,kaart,2422
2423,INV-202307-00426,2023-07-30,2490,1097,4,324.38,1297.52,pood,Tartu,järelmaks,2423
2424,INV-202308-00001,2023-08-06,4949,1126,2,200.77,401.54,pood,Tartu,sularaha,2424
2425,INV-202308-00002,2023-08-19,2682,1089,2,134.58,269.16,online,,sularaha,2425
2426,INV-202308-00003,2023-08-20,2377,1216,1,273.06,273.06,pood,Pärnu,järelmaks,2426
2427,INV-202308-00004,2023-08-28,3152,1062,2,149.55,299.10,pood,Pärnu,sularaha,2427
2428,INV-202308-00005,2023-08-06,3045,1340,2,229.01,458.02,pood,Tallinn,kaart,2428
2429,INV-202308-00006,2023-08-11,4949,1205,1,96.50,96.50,online,,sularaha,2429
2430,INV-202308-00007,2023-08-06,,1345,2,225.81,451.62,pood,Pärnu,kaart,2430
2431,INV-202308-00008,2023-08-15,4785,1160,2,368.67,737.34,pood,Pärnu,sularaha,2431
2432,INV-202308-00009,2023-08-09,4760,1321,3,183.40,550.20,pood,Tartu,sularaha,2432
2433,INV-202308-00010,2023-08-08,2212,1182,3,180.14,540.42,online,,järelmaks,2433
2434,INV-202308-00011,2023-08-09,4338,1152,2,107.67,215.34,pood,Tallinn,sularaha,2434
2435,INV-202308-00012,2023-08-19,3044,1313,2,77.60,155.20,online,,järelmaks,2435
2436,INV-202308-00013,2023-08-21,2720,1019,1,80.39,80.39,pood,Tallinn,kaart,2436
2437,INV-202308-00014,2023-08-04,4927,1127,1,158.94,158.94,pood,Tallinn,kaart,2437
2438,INV-202308-00015,2023-08-08,3419,1059,3,104.85,314.55,online,,järelmaks,2438
2439,INV-202308-00016,2023-08-01,4676,1331,1,74.41,74.41,pood,Tallinn,sularaha,2439
2440,INV-202308-00017,2023-08-16,3520,1252,5,77.78,388.90,pood,Tartu,järelmaks,2440
2441,INV-202308-00018,2023-08-23,3937,1163,1,259.69,259.69,pood,Tallinn,kaart,2441
2442,INV-202308-00019,2023-08-23,2318,1193,1,120.59,120.59,pood,Tallinn,sularaha,2442
2443,INV-202308-00020,2023-08-15,2373,1020,1,100.40,100.40,pood,Tallinn,sularaha,2443
2444,INV-202308-00021,2023-08-26,4597,1032,3,198.42,595.26,pood,Tallinn,järelmaks,2444
2445,INV-202308-00022,2023-08-09,3845,1059,1,104.85,104.85,online,,kaart,2445
2446,INV-202308-00023,2023-08-16,4178,1124,1,232.61,232.61,pood,Tartu,sularaha,2446
2447,INV-202308-00024,2023-08-16,3404,1251,2,257.39,514.78,pood,Tallinn,kaart,2447
2448,INV-202308-00025,2023-08-13,4423,1249,1,73.90,73.90,online,,järelmaks,2448
2449,INV-202308-00026,2023-08-18,,1202,1,22.04,22.04,online,,järelmaks,2449
2450,INV-202308-00027,2023-08-23,,1339,1,35.68,35.68,online,,järelmaks,2450
2451,INV-202308-00028,2023-08-05,2221,1225,2,116.87,233.74,pood,Tallinn,järelmaks,2451
2452,INV-202308-00029,2023-08-19,4800,1117,2,72.58,145.16,pood,Tallinn,järelmaks,2452
2453,INV-202308-00030,2023-08-14,2336,1088,2,100.57,201.14,pood,Tartu,järelmaks,2453
2454,INV-202308-00031,2023-08-12,4488,1219,4,29.42,117.68,pood,Tallinn,sularaha,2454
2455,INV-202308-00032,2023-08-12,2221,1221,2,350.19,700.38,online,,sularaha,2455
2456,INV-202308-00033,2023-08-20,3710,1185,2,203.67,407.34,pood,Tallinn,järelmaks,2456
2457,INV-202308-00034,2023-08-15,3605,1033,2,221.42,442.84,online,,sularaha,2457
2458,INV-202308-00035,2023-08-19,3904,1291,2,219.83,439.66,pood,Tartu,järelmaks,2458
2459,INV-202308-00036,2023-08-22,2731,1185,1,203.67,203.67,pood,Tartu,sularaha,2459
2460,INV-202308-00037,2023-08-21,3559,1134,2,371.79,743.58,pood,Tallinn,kaart,2460
2461,INV-202308-00038,2023-08-22,4898,1220,2,26.79,53.58,pood,Tallinn,sularaha,2461
2462,INV-202308-00039,2023-08-18,,1344,2,64.96,169.90,pood,Tallinn,järelmaks,2462
2463,INV-202308-00040,2023-08-26,4099,1156,2,221.89,443.78,online,,sularaha,2463
2464,INV-202308-00041,2023-08-14,3826,1344,1,63.44,84.95,pood,Tallinn,järelmaks,2464
2465,INV-202308-00042,2023-08-30,3459,1179,2,82.15,164.30,pood,Tallinn,sularaha,2465
2466,INV-202308-00043,2023-08-16,2728,1056,2,347.16,694.32,pood,Pärnu,kaart,2466
2467,INV-202308-00044,2023-08-10,,1198,2,291.72,583.44,pood,Tallinn,sularaha,2467
2468,INV-202308-00045,2023-08-23,3518,1045,2,176.65,353.30,online,,kaart,2468
2469,INV-202308-00046,2023-08-15,3648,1205,1,96.50,96.50,pood,Tallinn,sularaha,2469
2470,INV-202308-00047,2023-08-25,2712,1343,1,63.87,63.87,online,,sularaha,2470
2471,INV-202308-00048,2023-08-11,2889,1147,2,143.42,286.84,pood,Tartu,järelmaks,2471
2472,INV-202308-00049,2023-08-19,,1283,1,188.91,188.91,pood,Pärnu,kaart,2472
2473,INV-202308-00050,2023-08-18,3055,1218,4,108.09,432.36,pood,Tartu,järelmaks,2473
2474,INV-202308-00051,2023-08-26,,1067,1,15.09,15.09,online,,järelmaks,2474
2475,INV-202308-00052,2023-08-06,2724,1304,3,210.36,631.08,pood,Tallinn,sularaha,2475
2476,INV-202308-00053,2023-08-12,3133,1292,1,74.81,74.81,pood,Tartu,kaart,2476
2477,INV-202308-00054,2023-08-08,,1268,1,110.53,110.53,pood,Tartu,kaart,2477
2478,INV-202308-00055,2023-08-28,2129,1016,2,54.81,109.62,pood,Tallinn,kaart,2478
2479,INV-202308-00056,2023-08-01,3108,1205,1,96.50,96.50,pood,Tallinn,sularaha,2479
2480,INV-202308-00057,2023-08-02,2849,1104,2,191.48,382.96,online,,kaart,2480
2481,INV-202308-00058,2023-08-11,2611,1247,1,29.48,29.48,pood,Pärnu,kaart,2481
2482,INV-202308-00059,2023-08-05,3810,1339,2,35.68,71.36,online,,kaart,2482
2483,INV-202308-00060,2023-08-31,2225,1001,1,157.49,157.49,pood,Tartu,järelmaks,2483
2484,INV-202308-00061,2023-08-16,3618,1163,1,259.69,259.69,pood,Pärnu,sularaha,2484
2485,INV-202308-00062,2023-08-19,4346,1245,1,228.81,228.81,online,,kaart,2485
2486,INV-202308-00063,2023-08-07,3931,1330,1,167.23,167.23,online,,sularaha,2486
2487,INV-202308-00064,2023-08-18,3239,1205,2,96.50,193.00,pood,Tallinn,sularaha,2487
2488,INV-202308-00065,2023-08-02,4082,1201,1,147.16,147.16,online,,järelmaks,2488
2489,INV-202308-00066,2023-08-03,2298,1306,1,93.13,93.13,online,,kaart,2489
2490,INV-202308-00067,2023-08-02,2221,1174,4,150.11,600.44,pood,Tartu,järelmaks,2490
2491,INV-202308-00068,2023-08-18,2572,1219,4,29.42,117.68,online,,järelmaks,2491
2492,INV-202308-00069,2023-08-20,4381,1133,2,208.72,417.44,pood,Tallinn,sularaha,2492
2493,INV-202308-00070,2023-08-29,2371,1205,2,96.50,193.00,pood,Pärnu,kaart,2493
2494,INV-202308-00071,2023-08-23,2636,1201,2,147.16,294.32,online,,sularaha,2494
2495,INV-202308-00072,2023-08-27,4746,1115,2,53.19,106.38,online,,järelmaks,2495
2496,INV-202308-00073,2023-08-02,3713,1183,1,231.13,231.13,pood,Tallinn,järelmaks,2496
2497,INV-202308-00074,2023-08-13,2026,1076,2,89.29,178.58,online,,kaart,2497
2498,INV-202308-00075,2023-08-04,4127,1174,2,150.11,300.22,pood,Tallinn,kaart,2498
2499,INV-202308-00076,2023-08-27,4915,1285,2,123.64,247.28,pood,Pärnu,sularaha,2499
2500,INV-202308-00077,2023-08-20,4206,1290,3,105.23,315.69,pood,Tallinn,sularaha,2500
2501,INV-202308-00078,2023-08-20,3350,1028,1,23.45,23.45,online,,kaart,2501
2502,INV-202308-00079,2023-08-06,3536,1044,1,83.23,83.23,pood,Tallinn,kaart,2502
2503,INV-202308-00080,2023-08-27,2397,1069,4,402.62,1610.48,pood,Tallinn,järelmaks,2503
2504,INV-202308-00081,2023-08-23,3350,1135,1,175.25,175.25,online,,kaart,2504
2505,INV-202308-00082,2023-08-17,2997,1092,1,144.20,144.20,pood,Pärnu,kaart,2505
2506,INV-202308-00083,2023-08-23,4083,1332,1,81.85,81.85,pood,Tartu,kaart,2506
2507,INV-202308-00084,2023-08-10,3296,1108,1,371.05,371.05,pood,Tallinn,järelmaks,2507
2508,INV-202308-00085,2023-08-08,2422,1339,2,35.68,71.36,pood,Tallinn,sularaha,2508
2509,INV-202308-00086,2023-08-15,3961,1161,2,121.98,-243.96,pood,Pärnu,kaart,2509
2510,INV-202308-00087,2023-08-02,2839,1022,2,19.87,45.40,pood,Tartu,sularaha,2510
2511,INV-202308-00088,2023-08-03,,1093,2,271.35,-542.70,pood,Tartu,kaart,2511
2512,INV-202308-00089,2023-08-12,2154,1063,2,151.45,302.90,pood,Tallinn,kaart,2512
2513,INV-202308-00090,2023-08-12,2823,1081,2,63.62,127.24,pood,Tartu,kaart,2513
2514,INV-202308-00091,2023-08-19,4226,1321,4,183.40,733.60,pood,Tallinn,sularaha,2514
2515,INV-202308-00092,2023-08-21,4232,1198,1,291.72,291.72,online,,kaart,2515
2516,INV-202308-00093,2023-08-08,2114,1009,1,332.55,332.55,pood,Tartu,sularaha,2516
2517,INV-202308-00094,2023-08-14,3966,1119,1,181.68,181.68,pood,Pärnu,sularaha,2517
2518,INV-202308-00095,2023-08-23,4129,1174,1,150.11,150.11,online,,sularaha,2518
2519,INV-202308-00096,2023-08-20,3022,1155,1,209.05,209.05,pood,Tallinn,järelmaks,2519
2520,INV-202308-00097,2023-08-26,2448,1093,2,271.35,542.70,online,,järelmaks,2520
2521,INV-202308-00098,2023-08-31,2833,1142,1,307.27,307.27,pood,Tartu,sularaha,2521
2522,INV-202308-00099,2023-08-19,2537,1209,2,252.10,504.20,pood,Tartu,kaart,2522
2523,INV-202308-00100,2025-12-12,3130,1074,1,65.00,65.00,online,,järelmaks,2523
2524,INV-202308-00101,2023-08-16,4752,1153,2,79.59,159.18,online,,järelmaks,2524
2525,INV-202308-00102,2023-08-30,2930,1169,1,88.08,88.08,pood,Pärnu,järelmaks,2525
2526,INV-202308-00103,2023-08-05,2251,1342,2,208.11,416.22,pood,Tallinn,järelmaks,2526
2527,INV-202308-00104,2023-08-24,4452,1066,1,107.26,107.26,online,,järelmaks,2527
2528,INV-202308-00105,2023-08-31,2019,1130,1,98.68,98.68,online,,sularaha,2528
2529,INV-202308-00106,2023-08-25,3001,1088,2,120.61,201.14,pood,Pärnu,järelmaks,2529
2530,INV-202308-00107,2023-08-27,2117,1256,1,349.94,296.40,pood,Tallinn,sularaha,2530
2531,INV-202308-00108,2023-08-28,3985,1109,2,116.20,232.40,online,,sularaha,2531
2532,INV-202308-00109,2023-08-17,3361,1170,1,158.51,158.51,pood,Pärnu,sularaha,2532
2533,INV-202308-00110,2023-08-12,2536,1319,1,290.55,290.55,pood,Tartu,sularaha,2533
2534,INV-202308-00111,2023-08-17,3529,1030,5,112.68,563.40,pood,Tallinn,sularaha,2534
2535,INV-202308-00112,2023-08-29,2558,1334,4,24.67,98.68,online,,järelmaks,2535
2536,INV-202308-00113,2023-08-03,3805,1258,1,84.41,84.41,pood,Tallinn,kaart,2536
2537,INV-202308-00114,2023-08-03,3439,1019,2,80.39,160.78,pood,Tallinn,sularaha,2537
2538,INV-202308-00115,2023-08-03,2132,1209,1,252.10,252.10,pood,Tartu,sularaha,2538
2539,INV-202308-00116,2023-08-24,4454,1020,2,100.40,200.80,pood,Tallinn,sularaha,2539
2540,INV-202308-00117,2023-08-28,,1063,1,151.45,151.45,pood,Tartu,kaart,2540
2541,INV-202308-00118,2023-08-22,2463,1015,2,168.34,336.68,pood,Tallinn,sularaha,2541
2542,INV-202308-00119,2023-08-06,2961,1151,3,215.58,646.74,pood,Pärnu,sularaha,2542
2543,INV-202308-00120,2023-08-07,4196,1160,2,368.67,737.34,pood,Tallinn,kaart,2543
2544,INV-202308-00121,2023-08-26,3804,1342,2,208.11,416.22,pood,Tallinn,kaart,2544
2545,INV-202308-00122,2023-08-01,2486,1070,1,139.74,139.74,pood,Pärnu,kaart,2545
2546,INV-202308-00123,2023-08-04,2242,1230,5,55.04,275.20,pood,Tallinn,kaart,2546
2547,INV-202308-00124,2023-08-23,3041,1215,1,160.91,160.91,pood,Tartu,sularaha,2547
2548,INV-202308-00125,2023-08-22,4610,1019,1,80.39,80.39,pood,Tallinn,sularaha,2548
2549,INV-202308-00126,2023-08-09,3605,1261,1,305.72,305.72,pood,Tallinn,sularaha,2549
2550,INV-202308-00127,2023-08-10,4982,1052,3,41.79,125.37,pood,Tallinn,kaart,2550
2551,INV-202308-00128,2023-08-05,2719,1174,2,150.11,300.22,pood,Tallinn,sularaha,2551
2552,INV-202308-00129,2023-08-30,4287,1019,4,80.39,321.56,online,,kaart,2552
2553,INV-202308-00130,2023-08-11,4191,1208,1,76.70,76.70,online,,sularaha,2553
2554,INV-202308-00131,2023-08-09,,1178,3,105.09,315.27,pood,Tallinn,kaart,2554
2555,INV-202308-00132,2023-08-30,4493,1154,2,190.81,381.62,pood,Tallinn,järelmaks,2555
2556,INV-202308-00133,2023-08-18,2242,1096,2,273.32,546.64,pood,Pärnu,järelmaks,2556
2557,INV-202308-00134,2023-08-07,2207,1155,1,209.05,209.05,online,,sularaha,2557
2558,INV-202308-00135,2023-08-17,4812,1118,1,109.42,109.42,pood,Tartu,järelmaks,2558
2559,INV-202308-00136,2023-08-10,4021,1009,1,332.55,332.55,pood,Pärnu,järelmaks,2559
2560,INV-202308-00137,2023-08-18,3080,1042,1,347.84,347.84,pood,Tallinn,kaart,2560
2561,INV-202308-00138,2023-08-01,4580,1181,1,142.57,142.57,pood,Tartu,järelmaks,2561
2562,INV-202308-00139,2023-08-18,2274,1064,2,95.87,191.74,pood,Tallinn,kaart,2562
2563,INV-202308-00140,2023-08-24,2628,1147,1,143.42,143.42,pood,Pärnu,kaart,2563
2564,INV-202308-00141,2023-08-17,2690,1178,3,105.09,315.27,online,,järelmaks,2564
2565,INV-202308-00142,2023-08-14,2344,1257,2,81.48,162.96,online,,järelmaks,2565
2566,INV-202308-00143,2023-08-24,4120,1216,2,273.06,546.12,pood,Tallinn,sularaha,2566
2567,INV-202308-00144,2023-08-27,2296,1271,4,130.02,520.08,pood,Tallinn,kaart,2567
2568,INV-202308-00145,2023-08-15,,1286,2,28.56,57.12,pood,Tallinn,järelmaks,2568
2569,INV-202308-00146,2023-08-05,3273,1259,2,229.55,459.10,pood,Tallinn,järelmaks,2569
2570,INV-202308-00147,2023-08-11,2949,1170,2,158.51,317.02,pood,Pärnu,kaart,2570
2571,INV-202308-00148,2023-08-26,4027,1271,2,130.02,260.04,online,,sularaha,2571
2572,INV-202308-00149,2023-08-07,2928,1250,2,265.20,530.40,pood,Tallinn,sularaha,2572
2573,INV-202308-00150,2023-08-23,3111,1115,2,53.19,106.38,pood,Tallinn,kaart,2573
2574,INV-202308-00151,2023-08-23,2533,1100,5,126.42,632.10,pood,Tallinn,kaart,2574
2575,INV-202308-00152,2023-08-12,4790,1250,1,265.20,265.20,pood,Tallinn,kaart,2575
2576,INV-202308-00153,2023-08-30,4914,1338,2,282.29,564.58,pood,Tartu,sularaha,2576
2577,INV-202308-00154,2023-08-28,4468,1231,1,72.60,72.60,pood,Tartu,sularaha,2577
2578,INV-202308-00155,2023-08-18,2236,1258,1,84.41,84.41,pood,Tartu,järelmaks,2578
2579,INV-202308-00156,2023-08-21,2585,1066,1,107.26,107.26,pood,Tartu,sularaha,2579
2580,INV-202308-00157,2023-08-24,3709,1294,2,53.01,106.02,online,,sularaha,2580
2581,INV-202308-00158,2023-08-19,2248,1006,4,319.42,1277.68,pood,Pärnu,sularaha,2581
2582,INV-202308-00159,2023-08-13,2823,1105,2,259.23,518.46,online,,sularaha,2582
2583,INV-202308-00160,2023-08-21,3681,1195,1,339.21,339.21,pood,Pärnu,sularaha,2583
2584,INV-202308-00161,2023-08-08,,1096,1,273.32,273.32,pood,Tallinn,sularaha,2584
